ai_category,ai_statement_count,assigned_to,document_date,double_annotate,filename,has_ai,matched_ai_terms,num_sentences,party,source,unique_arxiv_count,unique_dois_count,unique_urls_count
nonai,0,Sai,,0,20210304-legislature-passes-66-billion-safe-school-reopening-plan.txt,False,,20,Democratic,Democratic Assembly,0,0,0
nonai,0,Zack,,0,20250410-assemblywoman-pilar-schiavo-introduces-legislation-focused-affordability.txt,False,,44,Democratic,Democratic Assembly,0,0,0
nonai,0,Sai,,0,20250205-connolly-expands-education-rights-awareness-immigrant-students.txt,False,,17,Democratic,Democratic Assembly,0,0,0
nonai,0,Zack,,0,20221104-local-veterans-honored-and-ivc-veterans-service-center-receives-25-million.txt,False,,32,Democratic,Democratic Assembly,0,0,0
nonai,0,Sai,,0,senator-anna-m-caballero-introduces-legislation-expand-parental-rights-police.txt,False,,41,Democratic,Democratic Assembly,0,0,0
nonai,0,Zack,,0,20220916-governor-newsom-signs-assemblymember-muratsuchis-ab-1279-california-climate.txt,False,,22,Democratic,Democratic Assembly,0,0,0
ai,7,Zack,,0,senator-ochoa-bogh-advocates-californians-urging-action-governor-key-legislative-issues.txt,True,ai; artificial intelligence,63,Republican,Republican Assembly,0,0,0
ai,2,Sai,,0,california-senate-unanimously-passes-joness-sexually-violent-predator-accountability.txt,True,fairness,88,Republican,Republican Assembly,0,0,0
ai,7,Zack,"May 5, 2023",0,assemblyman-essayli-introduces-ajr-6-calling-for-immediate-pause-to-artificial-intelligence-development.txt,True,ai; artificial intelligence; gpt-,22,Republican,Republican Assembly,0,0,0
ai,4,Sai,,0,assembly-democrats-kill-proposals-to-save-girls-sports.txt,True,fairness,13,Republican,Republican Assembly,0,0,0
ai,2,Zack,,0,senator-valladares-introduces-amendment-ensure-ethical-safeguards-redistricting-power-grab.txt,True,fairness,41,Republican,Republican Assembly,0,0,0
ai,2,Sai,,0,senate-republican-leader-grove-demands-governor-cancel-35-million-contract-team-biden-firm.txt,True,bias,60,Republican,Republican Assembly,0,0,0
ai,5,Zack,"April 18, 2023",1,assemblyman-tri-ta-introduces-legislation-to-protect-californians-from-ai-generated-deepfakes.txt,True,ai; algorithms; artificial intelligence,22,Republican,Republican Assembly,0,0,0
ai,5,Sai,"April 18, 2023",1,assemblyman-tri-ta-introduces-legislation-to-protect-californians-from-ai-generated-deepfakes.txt,True,ai; algorithms; artificial intelligence,22,Republican,Republican Assembly,0,0,0
ai,2,Sai,,0,leader-joness-sexually-violent-predator-accountability-fairness-and-enforcement-act-passes.txt,True,fairness,91,Republican,Republican Assembly,0,0,0
ai,3,Zack,,0,gallagher-trump-is-right-california-is-failing-girls-sports.txt,True,fairness,25,Republican,Republican Assembly,0,0,0
ai,2,Sai,,0,californians-deserve-independent-fair-map-drawing-not-politician-driven-retaliation.txt,True,fairness,76,Republican,Republican Assembly,0,0,0
ai,4,Zack,,1,demaio-introduces-legislation-to-prevent-foreign-government-abuse-of-sensitive-personal-data-of-californians.txt,True,ai,20,Republican,Republican Assembly,0,0,0
ai,4,Sai,,1,demaio-introduces-legislation-to-prevent-foreign-government-abuse-of-sensitive-personal-data-of-californians.txt,True,ai,20,Republican,Republican Assembly,0,0,0
nonai,0,Zack,"April 21, 2025",0,assemblyman-jeff-gonzalez-statement-on-being-appointed-as-vice-chair-of-assembly-committee-on-military-and-veterans-affairs.txt,False,,12,Republican,Republican Assembly,0,0,0
nonai,0,Sai,"May 30, 2025",0,assemblymember-dixon-shares-concerns-at-cec-meeting-for-proposed-battery-storage-location-in-south-orange-county.txt,False,,15,Republican,Republican Assembly,0,0,0
nonai,0,Zack,"February 11, 2025",0,assemblyman-jeff-gonzalez-statement-on-the-announcement-of-lithium-valley-specific-plan.txt,False,,12,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,1,senate-appropriations-what-we-will-see-floor.txt,False,,36,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,1,senate-appropriations-what-we-will-see-floor.txt,False,,36,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,bipartisan-efforts-brian-jones-and-antonio-villaraigosa-break-ground-expanded-broadband.txt,False,,75,Republican,Republican Assembly,0,0,0
nonai,0,Sai,"March 31, 2022",0,bill-provide-funding-preschool-parent-participation-programs-clears-first-hurdle.txt,False,,50,Republican,Republican Assembly,0,0,0
nonai,0,Zack,"January 30, 2020",0,senate-republican-leader-groves-statement-taft-correctional-institution.txt,False,,57,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,assembly-budget-vice-chair-process-broken-california-cannot-afford-this-unsustainable-budget.txt,False,,15,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,senate-republican-leader-grove-commemorates-155th-anniversary-juneteenth.txt,False,,61,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,senate-minority-leader-jones-welcomes-senator-alvarado-gil-senate-republican-caucus.txt,False,,82,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,senator-ochoa-boghs-statement-regarding-proposition-47.txt,False,,49,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,fair-elections-and-representation-are-risk.txt,False,,38,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,1,senator-valladares-joint-authors-no-tax-tips-bill-demands-relief-hardworking-californians.txt,False,,45,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,1,senator-valladares-joint-authors-no-tax-tips-bill-demands-relief-hardworking-californians.txt,False,,45,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,sen-marie-alvarado-gil-shine-light-small-business-excellence-senators-choice-award.txt,False,,44,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,senator-valladares-calls-smarter-spending-and-focus-real-solutions-californians-response.txt,False,,45,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,assemblywoman-leticia-castillo-introduced-first-bill-aimed-at-promoting-adoption-for-teens-facing-unplanned-pregnancies.txt,False,,17,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,senate-republican-leader-grove-responds-another-record-spending-budget.txt,False,,65,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,1,east-county-californian-mandating-electronic-purchase-receipts-ignores-privacy-and-digital.txt,False,,85,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,1,east-county-californian-mandating-electronic-purchase-receipts-ignores-privacy-and-digital.txt,False,,85,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,1,landmark-bill-to-address-californias-most-pressing-issue-passes-assembly.txt,False,,14,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,1,landmark-bill-to-address-californias-most-pressing-issue-passes-assembly.txt,False,,14,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,parking-senator-brian-jones-office-grand-opening.txt,False,,76,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,senator-ochoa-bogh-introduces-statewide-blue-envelope-program-improve-safety-individuals.txt,False,,58,Republican,Republican Assembly,0,0,0
nonai,0,Sai,"November 8, 2024",0,senate-minority-leader-jones-introduces-bill-repeal-newsoms-65-cent-gas-price-hike.txt,False,,84,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,alanis-announces-bipartisan-support-on-public-safety-bills.txt,False,,12,Republican,Republican Assembly,0,0,0
nonai,0,Sai,,0,alanis-parental-notification-education-bill-signed-into-law.txt,False,,12,Republican,Republican Assembly,0,0,0
nonai,0,Zack,,0,gallagher-statement-on-bi-partisan-measure-to-suspend-californias-gas-tax-04-28-2022.txt,False,,7,Republican,Republican Assembly,0,0,0
